Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly_score,anomaly
-0.677333,-0.008,-0.152667,70.053333,-3.314667,0.901333,0.083245,194.666667,6.015,-0.005094,0.2,0.466667,0.666667,0.266667,1.0,0.0,0.0,0.0,0.0,-0.12560446225561983,-1
-0.773333,-0.03,-0.16,-30.866667,-3.823333,1.001667,0.094768,260.0,6.015,-0.005094,0.166667,0.333333,0.833333,0.166667,1.0,0.0,0.0,0.0,0.0,-0.12412135331684448,-1
-0.738,-0.042667,-0.16,46.04,-3.358,0.926667,0.117533,194.666667,6.015,-0.005094,0.2,0.466667,0.666667,0.266667,1.0,0.0,0.0,0.0,0.0,-0.12388024098943273,-1
0.443571,0.013571,0.41,-14.921429,5.780714,-0.798571,0.402178,0.0,11.464161,4.14512,0.142857,0.142857,0.0,0.428571,0.214286,0.785714,0.714286,0.642857,0.071429,-0.12339527476242451,-1
0.424,0.382,0.651,139.18,7.073,-1.252,0.625233,0.0,12.963829,6.992651,0.1,0.1,0.0,0.2,0.3,0.7,0.7,0.7,0.0,-0.12303299170176496,-1
0.301034,0.118621,0.576552,204.324138,7.212069,-1.125517,0.535286,50.344828,13.560561,15.992576,0.172414,0.275862,0.137931,0.034483,0.275862,0.724138,0.551724,0.551724,0.0,-0.12274410082724496,-1
0.43,0.815,0.26,295.4,6.295,-0.86,0.793872,0.0,13.08228,4.994865,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.1224390426855897,-1
0.329091,0.498182,0.510909,212.454545,7.404545,-1.174545,0.96862,61.818182,13.180303,6.994116,0.0,0.090909,0.181818,0.181818,0.363636,0.636364,0.636364,0.636364,0.0,-0.1221970530373766,-1
0.365714,0.184286,0.504286,202.935714,7.745,-1.310714,0.530614,0.0,13.181463,7.993375,0.071429,0.214286,0.0,0.071429,0.285714,0.714286,0.571429,0.571429,0.0,-0.12084711651545643,-1
-0.660667,-0.046667,-0.134667,46.04,-3.15,0.864667,0.04437,194.666667,5.939312,-0.007227,0.2,0.466667,0.666667,0.266667,1.0,0.0,0.0,0.0,0.0,-0.11890988687546777,-1
0.43,0.815,0.26,294.733333,6.295,-0.86,0.40851,0.0,12.781557,2.994881,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.1187397400645428,-1
0.278333,0.728333,0.241667,199.266667,6.186667,-0.796667,1.140348,0.0,12.781557,2.994881,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.11606745228714,-1
0.448333,-0.513889,-0.357222,55.466667,3.897778,-0.259444,0.323555,48.888889,2.55652,-8.00582,0.277778,0.555556,0.166667,0.111111,0.277778,0.722222,0.444444,0.0,0.444444,-0.11512885062945644,-1
0.416154,-0.033846,0.365385,-3.830769,5.077692,-0.665385,0.296092,0.0,10.731151,3.145128,0.153846,0.153846,0.0,0.461538,0.230769,0.769231,0.692308,0.615385,0.076923,-0.11479612386166649,-1
0.43,0.815,0.26,199.266667,6.295,-0.86,0.76284,0.0,12.781557,2.994881,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.11453919632124432,-1
-0.726667,0.105,-0.253333,79.9,-2.77,0.87,0.311834,113.333333,6.015,-0.005094,0.0,0.333333,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,-0.11398008681046667,-1
0.361667,0.535,0.331667,83.616667,7.01,-0.98,1.040787,0.0,11.2267,2.990615,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.11366379595505038,-1
0.278333,0.728333,0.241667,199.266667,6.186667,-0.796667,0.819007,0.0,12.781557,2.994881,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.11244852183754073,-1
0.51375,-0.24,-0.048125,101.9,5.714375,-0.783125,0.240192,0.0,4.673063,-1.008381,0.125,0.375,0.0,0.125,0.25,0.75,0.5625,0.25,0.3125,-0.11231990406997805,-1
-0.44,-0.1125,-0.4275,7.5,-1.9875,0.61,0.352534,292.5,3.294999,-1.004386,0.0,0.0,0.75,0.0,0.75,0.25,0.25,0.0,0.25,-0.10967961987410357,-1
0.278333,0.728333,0.241667,199.266667,6.186667,-0.796667,0.725018,0.0,12.781557,2.994881,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.10787385792491355,-1
-0.44,-0.1125,-0.4275,7.5,-1.9875,0.61,0.533803,292.5,3.294999,-1.004386,0.0,0.0,0.75,0.0,0.75,0.25,0.25,0.0,0.25,-0.10701659727440904,-1
0.404,-0.0944,0.4004,29.988,5.2176,-0.7052,0.402178,4.0,11.056546,6.256534,0.2,0.24,0.04,0.4,0.24,0.76,0.68,0.6,0.08,-0.10450738631421097,-1
0.384167,-0.089167,0.313333,-4.983333,4.2575,-0.51,0.164681,0.0,10.209778,2.145136,0.166667,0.166667,0.0,0.5,0.25,0.75,0.666667,0.583333,0.083333,-0.10371127694660254,-1
0.421667,0.041667,-0.088333,-9.033333,5.293333,-0.763333,0.722848,0.0,7.092401,-0.004428,0.0,0.166667,0.0,0.166667,0.333333,0.666667,0.666667,0.333333,0.333333,-0.10129074325195342,-1
-0.896923,-0.273846,-0.045385,77.984615,-3.311538,0.866154,0.288305,247.692308,6.015,-0.005094,0.230769,0.384615,0.692308,0.0,1.0,0.0,0.0,0.0,0.0,-0.09981214677432448,-1
0.385,0.237,0.609,147.67,5.921,-1.017,0.579725,0.0,12.79222,5.992659,0.2,0.2,0.0,0.2,0.3,0.7,0.6,0.6,0.0,-0.09908937833772768,-1
-0.747143,-0.114286,-0.145714,81.228571,-2.172857,0.74,0.219582,97.142857,6.015,-0.005094,0.142857,0.571429,0.285714,0.285714,1.0,0.0,0.0,0.0,0.0,-0.09837044076876056,-1
-0.662,0.142,-0.286,103.96,-2.046,0.66,0.454824,78.0,6.015,-0.005094,0.0,0.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,-0.0969970964478285,-1
0.545714,-0.101429,-0.017714,117.885714,6.910857,-1.038571,0.540183,0.0,8.576498,2.42437,0.114286,0.228571,0.0,0.057143,0.228571,0.771429,0.485714,0.285714,0.2,-0.0960828709372532,-1
0.08,-0.636154,0.273077,158.153846,1.734615,-0.022308,0.085868,0.0,3.294842,-1.71607,0.923077,0.923077,0.0,0.0,0.384615,0.615385,0.076923,0.0,0.076923,-0.09601777678395718,-1
-0.294,0.028,-0.436,79.28,0.3,0.3,0.283563,0.0,3.294999,-1.004386,0.0,0.4,0.0,0.4,0.8,0.2,0.2,0.0,0.2,-0.09557154812493529,-1
0.1075,0.322917,0.430833,213.770833,6.44375,-0.909167,1.185029,96.666667,13.559245,12.994798,0.0,0.333333,0.333333,0.125,0.458333,0.541667,0.541667,0.541667,0.0,-0.09491173149567977,-1
0.534468,-0.090213,0.106809,78.008511,6.388936,-0.993191,0.620819,0.0,10.311466,7.498501,0.12766,0.191489,0.0,0.085106,0.191489,0.808511,0.510638,0.361702,0.148936,-0.09414139490175344,-1
0.3875,-0.124583,0.375833,37.866667,4.813333,-0.629167,0.378607,4.166667,10.710424,5.256542,0.208333,0.25,0.041667,0.416667,0.25,0.75,0.666667,0.583333,0.083333,-0.09399111336325527,-1
-0.718333,0.046667,-0.261667,53.583333,-2.378333,0.73,0.276136,113.333333,6.015,-0.005094,0.0,0.5,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,-0.09394341315646215,-1
0.508723,-0.061915,0.108298,84.944681,6.447872,-1.008085,0.620819,8.297872,10.538547,8.460206,0.106383,0.170213,0.021277,0.06383,0.212766,0.787234,0.510638,0.361702,0.148936,-0.09308199103413017,-1
-0.025,0.555,0.205,123.56,5.97,-0.67,0.863272,0.0,13.08228,4.994865,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.09260740061165118,-1
0.466098,-0.245854,-0.131707,120.858537,5.43122,-0.732439,0.533586,9.512195,4.52816,-3.858156,0.195122,0.317073,0.02439,0.04878,0.268293,0.731707,0.414634,0.170732,0.243902,-0.09246976860405731,-1
-0.38,-0.248571,-0.441429,8.571429,-1.17,0.525714,0.51074,264.285714,2.928411,-2.004208,0.0,0.285714,0.714286,0.0,0.714286,0.285714,0.285714,0.0,0.285714,-0.09166186130614906,-1
0.507429,-0.133714,-0.036571,109.177143,6.473143,-0.954857,0.540183,11.142857,8.163363,1.464798,0.114286,0.228571,0.028571,0.057143,0.228571,0.771429,0.485714,0.285714,0.2,-0.09102398671310818,-1
0.541702,-0.10383,0.064468,74.017021,6.415745,-0.977021,0.620819,0.0,9.858199,5.499949,0.12766,0.191489,0.0,0.085106,0.191489,0.808511,0.510638,0.340426,0.170213,-0.09049256292933405,-1
0.41,-0.2165,0.5025,84.47,5.798,-0.919,0.514794,19.5,12.080969,6.992584,0.35,0.35,0.05,0.0,0.15,0.85,0.55,0.45,0.1,-0.08864443946765532,-1
0.305263,-0.244737,-0.342632,36.363158,4.409474,-0.389474,0.476923,46.315789,3.66376,-5.003351,0.052632,0.368421,0.157895,0.157895,0.368421,0.631579,0.473684,0.105263,0.368421,-0.08739837325118394,-1
-0.884091,-0.598182,0.199091,60.027273,-2.344545,0.674545,0.206883,141.818182,6.015,-0.005094,0.590909,0.636364,0.363636,0.0,1.0,0.0,0.0,0.0,0.0,-0.0872792091971919,-1
0.373061,-0.264694,-0.14449,92.402041,4.519388,-0.509592,0.665026,21.836735,4.138034,-6.574245,0.204082,0.367347,0.061224,0.102041,0.306122,0.693878,0.44898,0.163265,0.285714,-0.08670950347358275,-1
0.425385,0.026154,0.436154,166.876923,4.919231,-0.787692,0.174524,0.0,11.680856,4.992104,0.230769,0.307692,0.0,0.153846,0.230769,0.769231,0.538462,0.461538,0.076923,-0.08655426259517385,-1
0.439,-0.173333,0.223,46.94,5.494,-0.676333,0.546571,0.0,9.974998,2.298416,0.2,0.233333,0.0,0.366667,0.233333,0.766667,0.666667,0.5,0.166667,-0.08627326680048175,-1
-0.543,-0.773,0.161,-7.98,0.659,0.181,0.066388,0.0,2.995,-1.004916,0.6,1.0,0.0,0.0,0.8,0.2,0.1,0.0,0.1,-0.08578039546647409,-1
0.33,0.55,0.265,9.0,1.61,-0.345,0.119073,0.0,11.150467,4.991202,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.08564661599941792,-1
-0.0275,-0.591667,0.216667,127.283333,1.205833,0.03,0.09645,0.0,3.29481,-1.858406,0.916667,0.916667,0.0,0.0,0.5,0.5,0.083333,0.0,0.083333,-0.08458881935423179,-1
0.03,0.395,0.376,180.84,5.259,-0.632,0.841032,156.0,13.08228,4.994865,0.0,0.0,0.4,0.1,0.5,0.5,0.5,0.5,0.0,-0.0843341044899969,-1
0.371837,-0.257551,-0.144286,92.402041,4.480408,-0.506327,0.665026,21.836735,4.182092,-6.573715,0.204082,0.346939,0.061224,0.102041,0.306122,0.693878,0.44898,0.163265,0.285714,-0.083856787645894,-1
0.1725,0.505,0.3375,212.9375,5.7575,-0.755,0.385348,85.0,12.957434,3.994873,0.0,0.125,0.25,0.25,0.5,0.5,0.5,0.5,0.0,-0.08363419673014938,-1
0.348947,-0.274737,-0.281053,69.852632,4.532632,-0.407895,0.49058,25.789474,3.762109,-5.002821,0.157895,0.368421,0.105263,0.157895,0.315789,0.684211,0.473684,0.105263,0.368421,-0.08347902169490828,-1
0.329,0.562,0.328,156.16,4.526,-0.706,0.915529,0.0,12.207512,4.851063,0.1,0.1,0.0,0.4,0.5,0.5,0.5,0.5,0.0,-0.08337377074814567,-1
0.181176,0.132353,0.567059,60.876471,4.539412,-0.827059,0.950339,91.764706,12.509289,10.026582,0.058824,0.117647,0.294118,0.117647,0.352941,0.647059,0.647059,0.647059,0.0,-0.0828777844211176,-1
0.2525,0.030833,0.509167,63.833333,4.573333,-0.684167,0.378607,8.333333,11.64079,5.105393,0.166667,0.166667,0.083333,0.416667,0.333333,0.666667,0.666667,0.666667,0.0,-0.08279163768839448,-1
-0.543,-0.6275,-0.0095,31.515,0.1385,0.274,0.092952,73.5,2.775885,-3.004031,0.45,0.85,0.35,0.0,0.8,0.2,0.15,0.0,0.15,-0.0826011055951984,-1
-0.588,-0.762,0.374,95.88,-0.488,0.366,0.284292,40.0,5.253376,-0.14743,1.0,1.0,0.4,0.0,0.8,0.2,0.0,0.0,0.0,-0.08228761417202501,-1
0.527111,-0.110444,0.067333,73.786667,6.218,-0.947778,0.620819,0.0,9.858941,5.49925,0.133333,0.2,0.0,0.088889,0.2,0.8,0.488889,0.333333,0.155556,-0.08217073083913551,-1
0.500222,-0.080889,0.068889,81.031111,6.279556,-0.963333,0.620819,8.666667,10.145853,6.460955,0.111111,0.177778,0.022222,0.066667,0.222222,0.777778,0.488889,0.333333,0.155556,-0.08211904544412996,-1
0.2465,-0.3065,-0.491,54.115,3.2225,-0.154,0.267084,24.5,3.075635,-8.14819,0.1,0.4,0.1,0.25,0.45,0.55,0.5,0.05,0.45,-0.08130960726110537,-1
-0.888,-0.253,-0.056,28.26,-3.127,0.819,0.2327,205.0,6.015,-0.005094,0.3,0.4,0.6,0.1,1.0,0.0,0.0,0.0,0.0,-0.07970010315487397,-1
0.534667,-0.124667,0.023111,69.617778,6.246,-0.930889,0.620819,0.0,9.058975,3.500699,0.133333,0.2,0.0,0.088889,0.2,0.8,0.488889,0.311111,0.177778,-0.07955997823284744,-1
0.304,-0.394,-0.338,46.726667,3.173333,-0.101333,0.327897,52.0,2.655895,-5.005279,0.2,0.533333,0.133333,0.2,0.333333,0.666667,0.333333,0.0,0.333333,-0.07911537459505924,-1
0.493429,-0.139714,-0.070571,108.68,6.050857,-0.875143,0.564235,11.142857,7.703443,0.462673,0.114286,0.228571,0.028571,0.085714,0.257143,0.742857,0.457143,0.257143,0.2,-0.0786607617605718,-1
0.211667,0.551667,0.245,8.333333,3.063333,-0.453333,0.068986,0.0,11.689594,2.993416,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.07793904154364717,-1
0.300769,0.413077,0.292308,135.615385,6.676154,-0.921538,0.231382,30.0,13.179139,5.994856,0.0,0.076923,0.076923,0.230769,0.384615,0.615385,0.461538,0.461538,0.0,-0.0764839817297196,-1
-0.105714,-0.577857,0.285,120.328571,0.566429,0.157857,0.111731,20.714286,4.869273,-0.859114,0.928571,1.0,0.071429,0.0,0.5,0.5,0.0,0.0,0.0,-0.0750668234582399,-1
0.272,-0.091333,0.256667,23.486667,3.837333,-0.692,0.345229,45.333333,10.560917,3.992576,0.066667,0.133333,0.133333,0.0,0.266667,0.733333,0.666667,0.466667,0.2,-0.07459916913982345,-1
0.222,-0.486,-0.383,47.47,3.434,-0.257,0.275601,24.5,3.020324,-8.431259,0.25,0.6,0.1,0.1,0.45,0.55,0.5,0.05,0.45,-0.07400195866233827,-1
0.33,0.55,0.265,8.75,1.61,-0.345,0.148841,0.0,11.032662,3.991943,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.07338513368091393,-1
0.1225,0.09,0.5955,47.09,5.0865,-0.875,0.642776,73.0,13.186063,11.990412,0.15,0.2,0.2,0.05,0.35,0.65,0.6,0.6,0.0,-0.07324093997397507,-1
-0.039091,0.424545,0.272727,211.545455,4.51,-0.553636,1.150453,141.818182,13.08228,4.994865,0.0,0.0,0.363636,0.181818,0.545455,0.454545,0.454545,0.454545,0.0,-0.07314669507015004,-1
0.420244,-0.248537,-0.095366,120.858537,5.19561,-0.69878,0.533586,9.512195,4.749218,-2.858334,0.219512,0.317073,0.02439,0.04878,0.292683,0.707317,0.390244,0.170732,0.219512,-0.07236529220158461,-1
0.279375,0.353125,0.254375,180.6625,6.235,-0.8475,0.597963,73.125,13.258288,6.994848,0.0,0.0625,0.1875,0.1875,0.375,0.625,0.4375,0.4375,0.0,-0.07123409586805385,-1
-0.627143,-0.175,-0.148571,38.614286,-2.392857,0.732143,0.281926,202.142857,3.294999,-1.00652,0.214286,0.357143,0.642857,0.142857,0.928571,0.071429,0.071429,0.0,0.071429,-0.07106308800570404,-1
0.1425,0.079,0.441,41.845,4.173,-0.7265,0.645199,97.5,12.512026,9.990395,0.05,0.1,0.25,0.05,0.35,0.65,0.6,0.55,0.05,-0.07064775050138106,-1
0.1972,-0.4912,-0.2816,35.944,3.0664,-0.1564,0.400603,82.0,3.11031,-9.141953,0.32,0.44,0.24,0.0,0.36,0.64,0.44,0.04,0.4,-0.07062207703564194,-1
0.421707,-0.257073,-0.09561,105.443902,5.242195,-0.702683,0.533586,9.512195,4.699781,-2.858864,0.219512,0.341463,0.02439,0.04878,0.292683,0.707317,0.390244,0.170732,0.219512,-0.06959418879504364,-1
0.137,0.017,0.4855,41.845,4.2315,-0.755,0.593473,102.5,12.512026,9.990395,0.1,0.15,0.3,0.0,0.35,0.65,0.6,0.55,0.05,-0.06939359675425805,-1
-0.686857,-0.492,0.055143,10.817143,-1.579143,0.586286,0.19385,114.285714,2.928397,-2.291015,0.514286,0.714286,0.457143,0.085714,0.914286,0.085714,0.057143,0.0,0.057143,-0.06934774577937197,-1
-0.641111,-0.589444,0.048333,52.244444,-0.685556,0.393333,0.264864,103.888889,3.294999,-1.004386,0.555556,0.777778,0.666667,0.0,0.833333,0.166667,0.055556,0.0,0.055556,-0.06926753019567822,-1
0.33,0.55,0.265,8.333333,1.61,-0.345,0.267377,0.0,10.871898,2.992684,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.06766235605354165,-1
0.051667,-0.101667,-0.525,-10.616667,1.456667,0.17,0.495505,48.333333,2.810538,-2.004738,0.0,0.666667,0.166667,0.333333,0.666667,0.333333,0.333333,0.0,0.333333,-0.06757466019006564,-1
-0.016364,0.371818,0.297273,141.4,4.734545,-0.603636,1.138635,141.818182,12.657415,4.992731,0.0,0.0,0.363636,0.181818,0.545455,0.454545,0.454545,0.454545,0.0,-0.06727195546671894,-1
0.322128,-0.188298,-0.159787,102.076596,3.949574,-0.424468,0.61326,55.957447,4.364654,-5.001045,0.085106,0.255319,0.148936,0.085106,0.319149,0.680851,0.489362,0.191489,0.297872,-0.06721859937482855,-1
0.273333,0.788333,0.018333,103.8,1.858333,-0.131667,0.788925,0.0,11.539912,1.994157,0.0,0.0,0.0,0.666667,0.666667,0.333333,0.333333,0.333333,0.0,-0.06671442336165423,-1
-0.0,0.072,0.504,-33.45,1.362,-0.476,0.864121,156.0,11.243307,5.990462,0.0,0.0,0.4,0.0,0.4,0.6,0.6,0.6,0.0,-0.06610635742949877,-1
0.07,0.3575,0.364167,185.95,4.7975,-0.634167,0.42546,113.333333,13.083794,5.994124,0.0,0.166667,0.333333,0.166667,0.5,0.5,0.5,0.5,0.0,-0.06551021341219976,-1
0.236765,-0.331471,-0.170294,68.414706,4.302059,-0.462647,0.435188,74.411765,4.10155,-6.143137,0.117647,0.411765,0.235294,0.0,0.352941,0.647059,0.588235,0.205882,0.382353,-0.06449168464533539,-1
0.478571,-0.09,0.05,10.428571,5.348571,-0.718571,0.322528,0.0,9.87785,1.031051,0.0,0.285714,0.0,0.285714,0.285714,0.714286,0.285714,0.285714,0.0,-0.06364663778114776,-1
-0.208571,-0.274286,-0.328571,77.657143,0.301429,0.325714,0.045763,125.714286,3.127458,-2.005812,0.142857,0.285714,0.428571,0.142857,0.714286,0.285714,0.285714,0.0,0.285714,-0.06349901567230576,-1
-0.76,-0.594,0.158,66.78,-1.106,0.452,0.139738,88.0,6.015,-0.005094,0.5,0.9,0.4,0.0,0.9,0.1,0.0,0.0,0.0,-0.06309880974878102,-1
0.425263,-0.17,0.230789,40.936842,4.95,-0.580526,0.557436,10.263158,9.947696,3.369452,0.184211,0.289474,0.026316,0.394737,0.263158,0.736842,0.605263,0.473684,0.131579,-0.06285600850450024,-1
-0.727778,-0.26,0.006667,12.477778,-1.808889,0.575556,0.067509,86.666667,5.939312,-0.007227,0.222222,0.444444,0.222222,0.111111,1.0,0.0,0.0,0.0,0.0,-0.06280953348170648,-1
0.293846,-0.498462,-0.108462,2.384615,3.480769,-0.253846,0.349529,7.692308,3.337461,-3.006727,0.384615,0.692308,0.076923,0.153846,0.384615,0.615385,0.384615,0.076923,0.307692,-0.06258711102918924,-1
0.455,-0.162692,0.128462,79.523077,6.371154,-0.916538,0.535265,0.0,8.610742,2.540869,0.192308,0.346154,0.0,0.115385,0.230769,0.769231,0.538462,0.384615,0.153846,-0.06193502285428265,-1
0.1345,0.091,0.4715,53.685,4.1095,-0.732,0.645199,97.5,12.972146,10.989688,0.05,0.1,0.25,0.05,0.35,0.65,0.55,0.55,0.0,-0.0616795796562053,-1
0.247692,-0.313846,-0.294615,74.469231,3.33,-0.340769,0.21032,44.615385,3.958544,-3.003568,0.0,0.461538,0.153846,0.076923,0.384615,0.615385,0.538462,0.153846,0.384615,-0.06117676322408805,-1
-0.352857,-0.237143,0.045714,75.414286,-0.292857,0.392857,0.080156,14.285714,5.883294,-0.009361,0.428571,0.571429,0.142857,0.428571,0.857143,0.142857,0.0,0.0,0.0,-0.06038464847121505,-1
-0.354545,0.055455,0.210909,-37.218182,-1.112727,0.129091,0.101988,248.181818,11.032662,3.991943,0.0,0.0,0.636364,0.0,0.636364,0.363636,0.363636,0.363636,0.0,-0.060373622613543176,-1
-0.194118,-0.587647,0.304118,97.447059,0.285294,0.258824,0.138364,57.647059,4.908707,-0.716777,0.882353,0.882353,0.235294,0.0,0.529412,0.470588,0.0,0.0,0.0,-0.06036312500933372,-1
-0.5575,-0.626389,0.461389,89.8,0.135833,0.197778,0.36284,0.0,11.064343,4.989802,0.75,0.75,0.0,0.111111,0.861111,0.138889,0.138889,0.138889,0.0,-0.059173818908909825,-1
-0.244,0.445,-0.097,63.9,1.197,0.105,0.240376,39.0,12.481402,1.99489,0.0,0.2,0.1,0.5,0.8,0.2,0.2,0.2,0.0,-0.05907531326289095,-1
0.323333,-0.1,0.216667,35.677778,4.87,-0.806667,0.466738,0.0,10.339359,1.993561,0.111111,0.333333,0.0,0.111111,0.333333,0.666667,0.666667,0.444444,0.222222,-0.058303947309033766,-1
-0.745714,-0.318571,-0.045714,31.971429,-2.777143,0.891429,0.3057,250.0,6.015,-0.005094,0.142857,0.571429,0.714286,0.0,0.857143,0.142857,0.0,0.0,0.0,-0.057680185201380185,-1
0.11,0.062667,0.554667,17.826667,3.690667,-0.706667,0.903575,52.0,12.540144,8.989704,0.133333,0.2,0.2,0.133333,0.333333,0.666667,0.6,0.6,0.0,-0.05764264457180135,-1
0.0746,-0.3948,-0.4716,33.356,2.2188,0.0292,0.493151,97.6,2.184619,-20.004216,0.12,0.54,0.3,0.12,0.5,0.5,0.4,0.0,0.4,-0.057551315821741555,-1
